,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan, yang dimaksud dengan:
1. Efek adalah surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek.
2. Penawaran Umum adalah kegiatan penawaran efek yang dilakukan oleh Emiten untuk menjual efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang mengenai pasar modal dan peraturan pelaksanaannya.
3. Emiten adalah pihak yang melakukan Penawaran Umum.","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",1
1,"Dalam rangka penawaran umum oleh emiten atau pemasaran efek, perusahaan efek dilarang menjual efek yang telah dibeli atau akan dibelinya berdasarkan perjanjian penjaminan emisi efek sampai efek tersebut dicatatkan di Bursa Efek. Larangan ini diatur dalam Pasal 2 huruf a Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.04/2013 tentang Pencatatan Efek dan Penawaran Umum Efek dengan Agen Penjualan Efek.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Kewajiban promosi pemasaran efek diatur dalam Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya. Berdasarkan regulasi tersebut, terdapat beberapa kewajiban yang harus dipenuhi dalam promosi pemasaran efek, antara lain:

1. Memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu yang dipromosikan.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, harus memuat informasi seperti tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, Pihak yang memberikan rekomendasi, dan keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Jadi, kewajiban promosi pemasaran efek meliputi informasi yang harus disertakan dalam promosi efek agar sesuai dengan ketentuan yang berlaku.","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Dalam promosi pemasaran Efek, terdapat beberapa hal yang wajib dimuat sesuai dengan Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019, yaitu:
1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu yang dipromosikan.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, harus memuat informasi tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, Pihak yang memberikan rekomendasi, dan keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah pemodal memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
4,Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif sebagaimana dimaksud dalam Pasal 9 ayat (1) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 10 kepada masyarakat. (Peraturan Otoritas Jasa Keuangan),"
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Dalam hal promosi pemasaran efek, informasi yang harus dimuat meliputi:
1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu yang dimaksud.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, informasi yang harus disertakan minimal meliputi:
   a. Tanggal rekomendasi.
   b. Harga pasar pada saat rekomendasi dibuat.
   c. Identitas pihak yang memberikan rekomendasi.
   d. Keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah melakukan perdagangan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut wajib diungkapkan secara jelas.

Regulasi yang mengatur hal ini adalah Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya. Pasal 3, Pasal 4, dan Pasal 5 dari regulasi tersebut mengatur mengenai informasi yang harus dimuat dalam hal promosi pemasaran efek.","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",1
6,"Dalam hal promosi pemasaran Efek, sesuai dengan Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019 Pasal 5, pendapat, proyeksi, atau ramalan mengenai Efek tertentu wajib diungkapkan secara jelas.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
7,"Sanksi administratif yang dimaksud pada ayat (1) adalah peringatan tertulis, sesuai dengan Pasal 26 dari regulasi yang berlaku.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Peraturan Otoritas Jasa Keuangan yang dimaksud mulai berlaku pada tanggal 25 Mei 2020, sebagaimana tercantum dalam Pasal 107 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 35/POJK.04/2020.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",1
9,"Prospektus, Prospektus Awal, dan Prospektus Ringkas adalah istilah yang digunakan dalam peraturan Otoritas Jasa Keuangan Republik Indonesia. Berdasarkan informasi yang diberikan, Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari Pernyataan Pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Sementara Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. Penjelasan ini didasarkan pada Peraturan Otoritas Jasa Keuangan tentang Bentuk dan Isi Prospektus dan Prospektus Ringkas dalam Rangka Penawaran Umum Efek Bersifat Utang. (OJK Nomor 3608/POJK.04/2014) Pasal 1.","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",1
