,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan, yang dimaksud dengan:

1. Efek: Adalah surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek. (Peraturan Otoritas Jasa Keuangan tentang Penawaran yang Bukan Merupakan Penawaran Umum, Pasal 1 ayat 2).

2. Penawaran Umum: Adalah kegiatan penawaran Efek yang dilakukan oleh Emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang mengenai pasar modal dan peraturan pelaksanaannya. (Peraturan Otoritas Jasa Keuangan tentang Penawaran Umum, Pasal 1 ayat 1).

3. Emiten: Adalah pihak yang melakukan Penawaran Umum. (Peraturan Otoritas Jasa Keuangan tentang Penawaran Umum, Pasal 1 ayat 2).","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",0
1,"Saya akan menjawab pertanyaan Anda berdasarkan informasi yang tersedia dalam context yang diberikan.

Pertanyaan: Apa yang dilarang oleh perusahaan efek dalam rangka penawaran umum oleh emiten atau pemasaran efek?

Jawab: Dalam rangka penawaran umum oleh emiten atau pemasaran efek, perusahaan efek tidak diizinkan untuk menjual saham yang telah dibeli atau akan dibelinya berdasarkan perjanjian penjaminan emisi saham sampai saham tersebut dicatatkan di Bursa Efek. Hal ini diatur dalam Pasal 1 ayat (1) Peraturan Nomor 9 Tahun 2018 tentang Penawaran Umum dan Penempatan Sekuritas.

Selain itu, dalam hal penawaran umum, setiap pihak terafiliasi (termasuk perusahaan efek) dilarang memberikan keterangan atau pernyataan mengenai data yang tidak diungkapkan dalam Prospektus, tanpa persetujuan tertulis dari Emiten dan penjamin pelaksana emisi saham (jika ada). Hal ini diatur dalam huruf (c) ketentuan peraturan perundang-undangan di sektor Pasar Modal dalam context yang diberikan.

Namun, dalam context yang diberikan, tidak ada informasi yang spesifik mengenai apa yang dilarang oleh perusahaan efek dalam rangka pemasaran saham, kecuali yang sudah disebutkan di atas.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan (OJK) Nomor 7/POJK.04/2","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7 /POJK.04/2","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
4,"Pasal 12 ayat (1), Pasal 104, dan Pasal 11 dari Peraturan Otoritas Jasa Keuangan menyebutkan bahwa Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif. Hal ini berlaku sesuai dengan ketentuan peraturan perundang-undangan lain yang terkait, selama tidak bertentangan dengan Peraturan Otoritas Jasa Keuangan.","
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Pasal 3, Pasal 4, dan Pasal 5 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7 /POJK.04/2019 mencakup informasi yang harus disertakan dalam hal promosi pemasaran efek. Berikut adalah ringkasan dari masing-masing pasal:

Pasal 3(a): Promosi pemasaran efek wajib memuat informasi bahwa efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.

Pasal 3(b): Promosi pemasaran efek wajib mengungkapkan risiko yang berhubungan dengan investasi atas efek tertentu yang dimaksud.

Pasal 4: Dalam hal promosi pemasaran efek memuat rekomendasi untuk membeli, menjual, atau menahan efek tertentu, promosi pemasaran efek wajib paling sedikit memuat informasi seperti tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan efek tersebut untuk rekeningnya secara reguler atau memiliki efek tersebut dengan nilai paling sedikit Rp25.000.000,00.

Pasal 5: Dalam rangka Penawaran Umum, promosi pemasaran efek wajib memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian efek setelah pemodal dimaksud memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Pasal 6: Dalam hal promosi pemasaran efek memuat pendapat, proyeksi, atau ramalan mengenai efek tertentu, pendapat, proyeksi, atau ramalan tersebut wajib diungkapkan secara jelas.","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",0
6,Pasal 5 Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2,"
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
7,"Pasal 77, Pasal 78 ayat (2), ayat (3), Pasal 13, dan ayat (1), (2), (3) yang dikenai sanksi administratif, mengacu pada Pasal 77, Pasal 78 ayat (2), ayat (3), Pasal 13, dan ayat (1), (2), (3) Otoritas Jasa Keuangan dapat menetapkan sanksi administratif terhadap pelanggaran sebagaimana dimaksud pada ayat (1). Sanksi administratif tersebut berupa:

a. peringatan tertulis;
b. denda, yaitu kewajiban untuk membayar sejumlah uang tertentu;
c. pembatasan kegiatan usaha;
d. pembekuan kegiatan usaha;
e. pencabutan izin usaha;
f. pembatalan persetujuan; dan/atau
g. pembatalan pendaftaran.

Sanksi administratif sebagaimana dimaksud pada ayat (4) huruf b, huruf c, huruf d, huruf e, huruf f, atau huruf g dapat dikenakan dengan atau tanpa didahului pengenaan sanksi administratif berupa peringatan tertulis sebagaimana dimaksud pada ayat (4) huruf a. Sanksi administratif berupa denda sebagaimana dimaksud pada ayat (4) huruf b dapat dikenakan secara tersendiri atau secara bersama-sama dengan pengenaan sanksi sebagaimana dimaksud pada ayat (4).","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Pasal 107 Peraturan Otoritas Jasa Keuangan menyatakan bahwa peraturan ini mulai berlaku pada tanggal diundangkan. Selain itu, Pasal 46 Peraturan Otoritas Jasa Keuangan menyatakan bahwa peraturan ini berlaku mulai tanggal 1 Juni 2020. Oleh karena itu, peraturan ini mulai berlaku pada tanggal yang sama dengan tanggal diundangkan, dan berlaku secara resmi mulai tanggal 1 Juni 2020.

Sumber: Peraturan Otoritas Jasa Keuangan Nomor 35 /POJK.04/2020, Pasal 107 dan Pasal 46.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",0
9,"Sesuai dengan Peraturan Otoritas Jasa Keuangan Nomor KEP-06/2014, yang dimaksud dengan:

1. Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek.
2. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari Pernyataan Pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan.
3. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal.

Dalam undang-undang yang sama, prospektus juga didefinisikan sebagai dokumen yang wajib disampaikan kepada Otoritas Jasa Keuangan oleh Emiten dalam rangka Penawaran Umum atau Perusahaan Publik (baca: Pasal 1 nomor 9).

Sedangkan promosi pemasaran Efek, sesuai dengan Pasal 2, termasuk iklan, brosur, atau komunikasi lainnya kepada publik, yang bukan merupakan Prospektus, Prospektus Ringkas, Prospektus Awal, atau info memo, dilarang melakukan hal-hal yang telah disebutkan dalam pasal tersebut.","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",1
