,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan, yang dimaksud dengan:

1. Efek: Surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek.

2. Penawaran Umum: Kegiatan penawaran Efek yang dilakukan oleh Emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal dan peraturan pelaksanaannya.

3. Emiten: Pihak yang melakukan Penawaran Umum, yaitu pihak yang melakukan penawaran efek kepada masyarakat.","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",0
1,"Dalam rangka penawaran umum oleh emiten atau pemasaran efek, berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik, yang dilarang adalah:

1. Memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan.
2. Memberikan gambaran yang menyesatkan, karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut.

Hal ini diatur dalam Pasal 2 huruf a dan b dari POJK Nomor 7/POJK.04/2019.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",0
2,"Kewajiban promosi pemasaran efek termasuk dalam Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk iklan, brosur, atau komunikasi lainnya kepada publik adalah sebagai berikut:

1. Memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu yang dimaksud.
3. Dalam hal promosi pemasaran Efek memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, promosi pemasaran Efek wajib paling sedikit memuat informasi: tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut wajib diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek wajib memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah pemodal memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Hal ini diatur dalam Pasal 3, Pasal 4, Pasal 5, dan Pasal 6 dari POJK Nomor 7/POJK.04/2019.","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",0
3,"Dalam promosi pemasaran efek, terdapat beberapa hal yang wajib dimuat sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek, yaitu:

1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, harus memuat informasi tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak tersebut telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah memperoleh Prospektus atau kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Hal-hal tersebut diatur dalam Pasal 3, Pasal 4, Pasal 5, dan Pasal 6 dari POJK Nomor 7/POJK.04/2019.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
4,"Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif sebagaimana dimaksud dalam Pasal 32 dari Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2019, Pasal 27 dari Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.04/2022, Pasal 8 dari Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2017, dan Pasal 21 dari Peraturan Otoritas Jasa Keuangan Nomor 29/POJK.04/2016.","
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Dalam hal promosi pemasaran Efek, berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, informasi yang wajib dimuat termasuk:

1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, informasi yang harus disertakan minimal meliputi:
   a. Tanggal rekomendasi.
   b. Harga pasar pada saat rekomendasi dibuat.
   c. Pihak yang memberikan rekomendasi.
   d. Keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, maka pendapat, proyeksi, atau ramalan tersebut harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah memperoleh Prospektus atau kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",0
6,"Dalam hal promosi pemasaran efek, sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, Pasal 5, pendapat, proyeksi, atau ramalan mengenai Efek tertentu wajib diungkapkan secara jelas.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
7,"Sanksi administratif yang dimaksud pada ayat (1) dalam konteks tersebut adalah sanksi yang dikenakan kepada setiap pihak yang melanggar ketentuan yang terdapat dalam regulasi yang bersangkutan. Sanksi administratif ini termasuk dalam Pasal 102 Undang-Undang No.8 Tahun 1995, Pasal 60 POJK No. 15/POJK.04/2020, Pasal 55 POJK No. 41/POJK.04/2020, dan Pasal 15 POJK No. 27/POJK.04/2020.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka mulai berlaku setelah 6 (enam) bulan terhitung sejak tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 6/POJK.07/2022 tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan mulai berlaku pada tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 30/POJK.04/2019 tentang Penerbitan Efek Bersifat Utang dan/atau Sukuk yang Dilakukan Tanpa Melalui Penawaran Umum mulai berlaku pada tanggal 1 Juni 2020.

Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan mulai berlaku setelah 1 (satu) tahun terhitung sejak tanggal diundangkan.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",0
9,"Prospektus, Prospektus Awal, dan Prospektus Ringkas adalah istilah yang digunakan dalam regulasi di pasar modal di Indonesia. Berdasarkan Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2017 tentang Prospektus Awal dan Info Memo, yang dimaksud dengan ketiga istilah tersebut adalah sebagai berikut:

1. Prospektus: Setiap informasi tertulis sehubungan dengan penawaran umum dengan tujuan agar pihak lain membeli efek.
2. Prospektus Awal: Dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran efek, penjaminan emisi efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan.
3. Prospektus Ringkas: Ringkasan dari isi Prospektus Awal.

Jadi, Prospektus adalah informasi tertulis terkait penawaran umum efek, Prospektus Awal adalah dokumen awal yang memuat informasi lengkap yang disampaikan kepada Otoritas Jasa Keuangan, sedangkan Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. Penjelasan ini didasarkan pada Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2017.","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",1
