,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan (OJK), yang dimaksud dengan:

1. Efek adalah surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek. (Peraturan OJK Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek Termasuk Iklan, Brosur, atau Komunikasi Lainnya Kepada Publik)

2. Penawaran Umum adalah kegiatan penawaran Efek yang dilakukan oleh Emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal dan peraturan pelaksanaannya. (Peraturan OJK Nomor 25/POJK.04/2","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",1
1,"Pasal 2 Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek Termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik, melarang perusahaan efek dalam rangka Penawaran Umum oleh Emiten atau pemasaran efek oleh perusahaan efek dari melakukan promosi pemasaran efek yang memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan. Hal ini meliputi iklan, brosur, atau komunikasi lainnya yang bukan merupakan Prospektus, Prospektus Ringkas, Prospektus Awal, atau Info Memo. Perusahaan efek juga dilarang memberikan gambaran yang menyesatkan, karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Pasal 3, Pasal 4, dan Pasal 5 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Based on the regulation you provided, which is POJK Number 7/POJK.04/2019 about the Promotion of Securities Marketing Including Ads, Brochures, or Other Communications to the Public, here is the explanation regarding the content of securities marketing:

Article 2 states that in the context of a Public Offering by the Issuer or securities marketing by a Securities Company, promotional marketing of securities, which includes ads, brochures, or other communications to the public, which are not a Prospectus, a Summary Prospectus, an Initial Prospectus, or an Information Memo, is prohibited from:

a. containing untrue information or not disclosing material facts, thus providing a misleading impression; and/or

b. providing a misleading impression due to the content and/or the way it is presented, suggesting that the securities in question are suitable for certain parties who actually do not have sufficient capacity to bear the risks associated with the securities.

Therefore, promotional marketing of securities may include information about the securities, as well as an assessment of the securities, and it must be accurate and not misleading. The information provided must be factual, not exaggerated or deceptive, and must not omit important facts.

Moreover, Article 3 states that promotional marketing of securities must include information that the securities in question are only suitable for certain groups of investors and must disclose the risks associated with investing in the securities.

Article 4 states that if promotional marketing of securities contains a recommendation to buy, sell, or hold securities, it must at least include the following information:

a. the date of the recommendation;

b. the market price at the time the recommendation was made;

c. the party that made the recommendation; and

d. a statement regarding whether the party that made the recommendation or its affiliates have traded the securities in question on their accounts or have held securities with a minimum value of Rp25,000,000.

Furthermore, Article 5 states that if promotional marketing of securities contains opinions, projections, or forecasts regarding the securities, such opinions, projections, or forecasts must be clearly stated.

Lastly, Article 6 states that in the context of a Public Offering, promotional marketing of securities must include a statement that investors may only place orders for the purchase of securities after they have received the Prospectus or have had the opportunity to read the Prospectus, and after the Registration Statement has become effective.

Therefore, in summary, promotional marketing of securities may include information about the securities, recommendations, opinions, projections, or forecasts regarding the securities, as well as statements regarding the suitability of the securities for certain groups of investors. The information provided must be accurate, not misleading, and must disclose the risks associated with investing in the securities.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
4,Menurut Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2,"
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,Sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2,"
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",1
6,Sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2,"
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
7,"Pasal 15 Ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 27/POJK.04/2020 tentang Saham Bonus menyebutkan bahwa ""Setiap pihak yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 4, Pasal 5, Pasal 6, Pasal 10, Pasal 11, Pasal 12, Pasal 13, dan Pasal 14, dikenai sanksi administratif.""

Sanksi administratif yang dimaksud pada ayat (1) dalam Peraturan ini antara lain:

a. peringatan tertulis;
b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu;
c. pembatasan kegiatan usaha;
d. pembekuan kegiatan usaha;
e. pencabutan izin usaha;
f. pembatalan persetujuan; dan/atau
g. pembatalan pendaftaran.

Sanksi-sanksi di atas dikenakan oleh Otoritas Jasa Keuangan (OJK) terhadap pihak yang melanggar ketentuan Pasal-Pasal yang disebutkan dalam Peraturan tersebut.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Pasal 41 Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham Oleh Perusahaan Terbuka, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku setelah 6 (enam) bulan terhitung sejak tanggal diundangkan.

Pasal 62 Peraturan Otoritas Jasa Keuangan Nomor 6/POJK.07/2022 tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku pada tanggal diundangkan. Untuk Lembaga Keuangan Mikro, Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku 5 (lima) tahun setelah tanggal diundangkan.

Pasal 46 Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2019 tentang Penerbitan Efek Berisiat Uang dan/atau Sukuk Yang Dilakukan Tanpa Melalui Penawaran Umum, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku pada tanggal 1 Juni 2020.

Pasal 57 Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku setelah 1 (satu) tahun terhitung sejak tanggal diundangkan.

Dalam hal ini, kami hanya memiliki informasi yang tersedia dalam context yang telah disediakan, dan setelah melakukan analisis, kami menemukan bahwa:

- Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.04/2022 mulai berlaku setelah 6 bulan terhitung sejak tanggal diundangkan.
- Peraturan Otoritas Jasa Keuangan Nomor 6/POJK.07/2022 mulai berlaku pada tanggal diundangkan, dan untuk Lembaga Keuangan Mikro, mulai berlaku 5 tahun setelah tanggal diundangkan.
- Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2019 mulai berlaku pada tanggal 1 Juni 2020.
- Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 mulai berlaku setelah 1 tahun terhitung sejak tanggal diundangkan.

Kami harap jawabannya dapat membantu Anda.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",1
9,"Dalam Peraturan Otoritas Jasa Keuangan (OJK) yang telah disebutkan, maka:

1. Prospektus: Adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek. Artikel 1 nomor 1 PERATURAN OJK NOMOR 8/POJK.04/2","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",0
