,answer,ans_grth,score
0,"Dalam peraturan Otoritas Jasa Keuangan, berdasarkan informasi yang disediakan dalam konteks yang telah diberikan, dapat dijelaskan sebagai berikut:

1. Efek: Efek adalah surat berharga yang mencakup surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek. Hal ini diatur dalam Pasal 1 Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2017 tentang Pembelian Kembali Saham yang Dikeluarkan oleh Perusahaan Terbuka.

2. Penawaran Umum: Penawaran Umum adalah kegiatan penawaran Efek yang dilakukan oleh Emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal dan peraturan pelaksanaannya. Definisi ini terdapat dalam Pasal 1 Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2017, Nomor 7/POJK.04/2019, dan Nomor 25/POJK.04/2017.

3. Emiten: Emiten adalah pihak yang melakukan Penawaran Umum. Emiten juga dapat merujuk kepada Perusahaan Terbuka, yaitu Emiten yang telah melakukan penawaran umum efek bersifat ekuitas atau perusahaan publik. Penjelasan ini terdapat dalam Pasal 1 dari beberapa Peraturan Otoritas Jasa Keuangan yang disebutkan di atas.

Jadi, Efek adalah surat berharga, Penawaran Umum adalah kegiatan penawaran Efek kepada masyarakat, dan Emiten adalah pihak yang melakukan Penawaran Umum.","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",1
1,"Dalam rangka penawaran umum oleh emiten atau pemasaran efek, Perusahaan Efek dilarang untuk memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan, serta memberikan gambaran yang menyesatkan karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut. Hal ini diatur dalam Pasal 2 huruf a dan b dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Kewajiban promosi pemasaran efek diatur dalam Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek. Pasal 3 menyatakan bahwa promosi pemasaran efek wajib memuat informasi bahwa efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu dan mengungkapkan risiko yang berhubungan dengan investasi atas efek tersebut. Selain itu, dalam hal promosi pemasaran efek memuat rekomendasi untuk membeli, menjual, atau menahan efek tertentu, promosi pemasaran efek wajib paling sedikit memuat informasi: tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan efek tersebut untuk rekeningnya secara reguler atau memiliki efek tersebut dengan nilai paling sedikit Rp25.000.000,00.","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Dalam promosi pemasaran efek, terdapat hal-hal yang wajib dimuat sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, yaitu:

1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu yang dipromosikan.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, harus mencantumkan:
   a. Tanggal rekomendasi.
   b. Harga pasar pada saat rekomendasi dibuat.
   c. Pihak yang memberikan rekomendasi.
   d. Keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah pemodal memperoleh Prospektus atau kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Hal-hal tersebut diatur dalam Pasal 3, Pasal 4, Pasal 5, dan Pasal 6 dari POJK Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
4,Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif sebagaimana dimaksud dalam Pasal 32 dari PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019 TENTANG TRANSAKSI EFEK.,"
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Dalam hal promosi pemasaran Efek, berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, promosi pemasaran Efek wajib memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu, mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu, serta dalam hal memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, promosi pemasaran Efek wajib paling sedikit memuat informasi tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, Pihak yang memberikan rekomendasi, dan keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",1
6,"Dalam hal promosi pemasaran Efek, sesuai dengan Pasal 5 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, pendapat, proyeksi, atau ramalan mengenai Efek tertentu wajib diungkapkan secara jelas.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
7,"Sanksi administratif yang dimaksud pada ayat (1) adalah sanksi yang dikenakan kepada setiap pihak yang melanggar ketentuan yang tercantum dalam regulasi yang bersangkutan. Sanksi administratif tersebut dapat berupa peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, dan pembatalan pendaftaran. Hal ini sesuai dengan Pasal 102 Undang-Undang No.8 Tahun 1995, Pasal 60 POJK No. 15/2020, Pasal 55 POJK No. 41/2020, dan Pasal 15 POJK No. 27/2020.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka mulai berlaku setelah 6 (enam) bulan terhitung sejak tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 6/POJK.07/2022 tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan mulai berlaku pada tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 30/POJK.04/2019 tentang Penerbitan Efek Bersifat Utang dan/atau Sukuk yang Dilakukan Tanpa Melalui Penawaran Umum mulai berlaku pada tanggal 1 Juni 2020.

Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan mulai berlaku setelah 1 (satu) tahun terhitung sejak tanggal diundangkan.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",0
9,"Prospektus, Prospektus Awal, dan Prospektus Ringkas adalah istilah yang digunakan dalam peraturan Otoritas Jasa Keuangan terkait dengan penawaran umum efek. Berdasarkan informasi dari PERATURAN OTORITAS JASA KEUANGAN NOMOR 23/POJK.04/2017 TENTANG PROSPEKTUS AWAL DAN INFO MEMO, yang dimaksud dengan:

1. Prospektus adalah setiap informasi tertulis sehubungan dengan penawaran umum dengan tujuan agar pihak lain membeli efek.
2. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran efek, penjaminan emisi efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan.
3. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal.

Jadi, secara singkat, prospektus adalah informasi tertulis terkait dengan penawaran umum efek, prospektus awal adalah dokumen tertulis yang memuat informasi lengkap yang disampaikan kepada Otoritas Jasa Keuangan, sedangkan prospektus ringkas adalah ringkasan dari isi prospektus awal.","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",1
