,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan (OJK), yang dimaksud dengan:

1. Efek adalah surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek. (Peraturan OJK Nomor 7/POJK.04/2019, Pasal 1 huruf (1); Peraturan OJK Nomor 25/POJK.04/2017, Pasal 1 huruf (3); Peraturan OJK Nomor 22/POJK.04/2019, Pasal 1 huruf (23))

2. Penawaran Umum adalah kegiatan penawaran Efek yang dilakukan oleh emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang mengenai pasar modal dan peraturan pelaksanaannya. (Peraturan OJK Nomor 7/POJK.04/2019, Pasal 1 huruf (2); Peraturan OJK Nomor 25/POJK.04/2017, Pasal 1 huruf (1); Peraturan OJK Nomor 22/POJK.04/2019, Pasal 1 huruf (21))

3. Emiten adalah pihak yang melakukan Penawaran Umum. (Peraturan OJK Nomor 7/POJK.04/2019, Pasal 1 huruf (4); Peraturan OJK Nomor 25/POJK.04/2017, Pasal 1 huruf (2); Peraturan OJK Nomor 22/POJK.04/2019, Pasal 1 huruf (22))

Selamat datang! Jika Anda memiliki pertanyaan lain yang berkaitan dengan capital market regulation di Indonesia, harap tanyakan.","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",1
1,"Pasal 2 Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik melarang promosi pemasaran efek yang:

a. Memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan.

b. Memberikan gambaran yang menyesatkan, karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut.

Selain itu, Undang-Undang No.8 Tahun 1995 dalam Bab XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM, Pasal 98 melarang Perusahaan Efek yang memiliki informasi orang dalam mengenai Emiten atau Perusahaan Publik untuk melakukan transaksi Efek Emiten atau Perusahaan Publik tersebut, kecuali jika transaksi tersebut dilakukan bukan atas tanggungannya sendiri, tetapi atas perintah nasabahnya dan Perusahaan Efek tersebut tidak memberikan rekomendasi kepada nasabahnya mengenai Efek yang bersangkutan.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Selamat pagi! Saya akan menjawab pertanyaan Anda berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik.

Kewajiban promosi pemasaran efek dapat dijelaskan sebagai berikut:

1. Memuat informasi bahwa efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu (Pasal 3 huruf a).
2. Mengungkapkan risiko yang berhubungan dengan investasi atas efek tertentu dimaksud (Pasal 3 huruf b).
3. Jika promosi pemasaran efek memuat rekomendasi untuk membeli, menjual, atau menahan efek tertentu, wajib memuat informasi seperti tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan efek tersebut untuk rekeningnya secara reguler atau memiliki efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah) (Pasal 4).
4. Jika promosi pemasaran efek memuat pendapat, proyeksi, atau ramalan mengenai efek tertentu, pendapat, proyeksi, atau ramalan mengenai efek tersebut wajib diungkapkan secara jelas (Pasal 5).
5. Dalam rangka Penawaran Umum, promosi pemasaran efek wajib memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian efek setelah pemodal dimaksud memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif (Pasal 6).

Demikianlah jawaban saya. Terima kasih.","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Based on the regulation you provided, which is POJK Number 7/POJK.04/2019 about the Promotion of Securities Marketing Including Advertisements, Brochures, or Other Communications to the Public, here is the answer to your question:

Menurut Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 TENTANG PROMOSI PEMASARAN EFEK TERMASUK IKLAN, BROSUR, ATAU KOMUNIKASI LAINNYA KEPADA PUBLIK, berikut hal-hal yang dimuat dalam promosi pemasaran efek:

Bab II, Pasal 2 dari Peraturan tersebut menjelaskan bahwa dalam rangka Penawaran Umum oleh Emiten atau pemasaran efek oleh Perusahaan Efek, promosi pemasaran efek termasuk iklan, brosur, atau komunikasi lainnya kepada publik, yang bukan merupakan Prospektus, Prospektus Ringkas, Prospektus Awal, atau info memo, dilarang:

a. Memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan.

b. Memberikan gambaran yang menyesatkan, karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut.

Selain itu, Bab II, Pasal 3, Pasal 4, Pasal 5, dan Pasal 6 juga menjelaskan bahwa promosi pemasaran efek wajib memuat informasi tentang risiko investasi, rekomendasi beli, jual, atau menahan efek, tanggal rekomendasi, harga pasar, pihak yang memberikan rekomendasi, keterangan pemilikan efek, pendapat, proyeksi, atau ramalan mengenai efek tertentu, dan informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian efek setelah memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Jadi, secara garis besar, isi dari promosi pemasaran efek meliputi informasi yang benar dan transparan, risiko investasi, rekomendasi beli, jual, atau menahan efek, pendapat, proyeksi, atau ramalan mengenai efek tertentu, dan informasi terkait Prospektus.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
4,Menurut Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2,"
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Based on the provided regulation, Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",1
6,Sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2,"
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
7,"Pasal 15 ayat (1) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 27/POJK.04/2020 tentang Saham Bonus menyebutkan bahwa ""setiap pihak yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 4, Pasal 5, Pasal 6, Pasal 10, Pasal 11, Pasal 12, Pasal 13, dan Pasal 14, dikenai sanksi administratif.""

Sanksi administratif yang dimaksud pada ayat (1) dalam Peraturan tersebut antara lain:

a. peringatan tertulis;
b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu;
c. pembatasan kegiatan usaha;
d. pembekuan kegiatan usaha;
e. pencabutan izin usaha;
f. pembatalan persetujuan; dan/atau
g. pembatalan pendaftaran.

Dalam hal ini, ""setiap pihak"" yang melanggar ketentuan berarti individu, entitas, atau perusahaan yang melanggar aturan yang ditetapkan dalam Peraturan tersebut. Sanksi administratif akan dikenakan jika terjadi pelanggaran terhadap ketentuan Pasal 4, Pasal 5, Pasal 6, Pasal 10, Pasal 11, Pasal 12, Pasal 13, dan Pasal 14 dalam Peraturan tersebut.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",0
8,"Pasal 41 Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham Oleh Perusahaan Terbuka, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku setelah 6 (enam) bulan terhitung sejak tanggal diundangkan.

Sementara itu, Pasal 62 ayat (1) Peraturan Otoritas Jasa Keuangan Nomor 6/POJK.07/2022 tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku pada tanggal diundangkan.

Dalam Pasal 46 Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2019 tentang Penerbitan Efek Bersifat Utang dan/atau Sukuk Yang Dilakukan Tanpa Melalui Penawaran Umum, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku pada tanggal 1 Juni 2020.

Selain itu, Pasal 57 Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan, mengatur bahwa Peraturan Otoritas Jasa Keuangan tersebut mulai berlaku setelah 1 (satu) tahun terhitung sejak tanggal diundangkan.

Oleh karena itu, untuk mengetahui saat ketentuan di atas mulai berlaku, perlu mengetahui tanggal diundangkan peraturan tersebut. Informasi terkait tanggal diundangkan mungkin dapat anda temukan dalam dokumen atau sumber informasi lain yang sah dan terpercaya.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",1
9,"Dalam Peraturan Otoritas Jasa Keuangan (OJK) yang telah disebutkan, maka:

1. Prospektus: Adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek. Artikel 1 ayat (1) PERATURAN OTORITAS JASA KEUANGAN NOMOR 8/POJK.04/2017 dan ayat (1) PERATURAN OTORITAS JASA KEUANGAN NOMOR 9/POJK.04/2","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",0
