,answer,ans_grth,score
0,"Dalam Peraturan Otoritas Jasa Keuangan, yang dimaksud dengan:

1. Efek: Surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek.

2. Penawaran Umum: Kegiatan penawaran Efek yang dilakukan oleh Emiten untuk menjual Efek kepada masyarakat berdasarkan tata cara yang diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal dan peraturan pelaksanaannya.

3. Emiten: Pihak yang melakukan Penawaran Umum, yaitu pihak yang melakukan penawaran efek kepada masyarakat.","""a. Efek adalah surat berharga, yaitu surat pengakuan 
utang, surat berharga komersial, saham, obligasi, tanda 
bukti utang, unit penyertaan kontrak investasi kolektif, 
kontrak berjangka atas Efek, dan setiap derivatif dari 
Efek. b. Penawaran Umum adalah kegiatan penawaran Efek yang 
dilakukan oleh emiten untuk menjual Efek kepada
masyarakat berdasarkan tata cara yang diatur dalam 
Undang-Undang Nomor 8 Tahun 1995 tentang Pasar 
Modal dan peraturan pelaksanaannya. c. Emiten adalah Pihak yang melakukan Penawaran Umum.",1
1,"Dalam rangka penawaran umum oleh emiten atau pemasaran efek, berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk iklan, brosur, atau komunikasi lainnya kepada publik, yang bukan merupakan Prospektus, Prospektus Ringkas, Prospektus Awal, atau info memo, dilarang:

1. Memuat informasi yang tidak benar atau tidak mengungkapkan fakta material, sehingga memberikan gambaran yang menyesatkan.
2. Memberikan gambaran yang menyesatkan, karena isi dan/atau metode penyajiannya memberikan kesan bahwa Efek tertentu tepat bagi Pihak tertentu yang sebenarnya tidak memiliki kemampuan yang cukup untuk menanggung risiko yang ada pada Efek tersebut.

Hal ini diatur dalam Pasal 2 Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019.","""
""a. memuat informasi yang tidak benar atau tidak 
mengungkapkan fakta material, sehingga memberikan 
gambaran yang menyesatkan; dan/atau
b. memberikan gambaran yang menyesatkan, karena isi 
dan/atau metode penyajiannya memberikan kesan 
bahwa Efek tertentu tepat bagi Pihak tertentu yang 
sebenarnya tidak memiliki kemampuan yang cukup 
untuk menanggung risiko yang ada pada Efek tersebut.",1
2,"Kewajiban promosi pemasaran efek termasuk dalam Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek termasuk iklan, brosur, atau komunikasi lainnya kepada publik adalah sebagai berikut:

1. Memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu yang dimaksud.
3. Dalam hal promosi pemasaran Efek memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, promosi pemasaran Efek wajib paling sedikit memuat informasi: tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut wajib diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek wajib memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah pemodal memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.","""
a. memuat informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu; dan b. mengungkapkan risiko yang berhubungan dengan investasi atas Efek tertentu dimaksud.",1
3,"Dalam promosi pemasaran efek, terdapat beberapa hal yang wajib dimuat sesuai dengan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek, yaitu:

1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu.
3. Informasi tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak yang memberikan rekomendasi atau pihak terafiliasinya telah memperdagangkan Efek tersebut.
4. Pendapat, proyeksi, atau ramalan mengenai Efek tertentu harus diungkapkan secara jelas.
5. Informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah memperoleh Prospektus atau memperoleh kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Hal-hal tersebut merupakan ketentuan yang harus dipatuhi dalam promosi pemasaran efek sesuai dengan POJK Nomor 7/POJK.04/2019.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",1
4,"Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif sesuai dengan Pasal 32 dalam Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2019, Pasal 27 dalam Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.04/2022, Pasal 8 dalam Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2017, dan Pasal 21 dalam Peraturan Otoritas Jasa Keuangan Nomor 29/POJK.04/2016.","
Pasal 7 ayat (4) dan tindakan tertentu sebagaimana dimaksud dalam Pasal 8 kepada masyarakat.",1
5,"Dalam hal promosi pemasaran efek, informasi yang harus dimuat sesuai dengan Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019 adalah sebagai berikut:
1. Informasi bahwa Efek tertentu yang dipromosikan hanya cocok untuk kelompok pemodal tertentu.
2. Pengungkapan risiko yang berhubungan dengan investasi atas Efek tertentu yang dipromosikan.
3. Jika promosi memuat rekomendasi untuk membeli, menjual, atau menahan Efek tertentu, harus mencantumkan tanggal rekomendasi, harga pasar pada saat rekomendasi dibuat, pihak yang memberikan rekomendasi, dan keterangan apakah pihak tersebut telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00.
4. Jika promosi memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan tersebut harus diungkapkan secara jelas.
5. Dalam rangka Penawaran Umum, promosi pemasaran Efek harus memuat informasi bahwa pemodal hanya dapat melakukan pemesanan pembelian Efek setelah memperoleh Prospektus atau kesempatan untuk membaca Prospektus, dan setelah Pernyataan Pendaftaran efektif.

Regulasi yang mengatur hal ini adalah Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2019 tentang Promosi Pemasaran Efek.","
a. tanggal rekomendasi; b. harga pasar pada saat rekomendasi dibuat; c. Pihak yang memberikan rekomendasi; dan d. keterangan apakah Pihak yang memberikan rekomendasi atau Pihak terafiliasinya telah memperdagangkan Efek tersebut untuk rekeningnya secara reguler atau memiliki Efek tersebut dengan nilai paling sedikit Rp25.000.000,00 (dua puluh lima juta rupiah).",1
6,"Dalam hal promosi pemasaran Efek, sesuai dengan Pasal 5 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 7/POJK.04/2019, pendapat, proyeksi, atau ramalan mengenai Efek tertentu wajib diungkapkan secara jelas.","
Dalam hal promosi pemasaran Efek memuat pendapat, proyeksi, atau ramalan mengenai Efek tertentu, pendapat, proyeksi, atau ramalan mengenai Efek tertentu tersebut wajib diungkapkan secara jelas.",0
7,"Sanksi administratif yang dimaksud pada ayat (1) dalam konteks tersebut adalah sanksi yang dikenakan kepada setiap pihak yang melanggar Undang-Undang atau peraturan yang berlaku, dan sanksi tersebut dapat berupa peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, dan pembatalan pendaftaran. Hal ini diatur dalam Pasal 102 ayat (1) dari Undang-Undang No.8 Tahun 1995 tentang Pasar Modal.","
a. peringatan tertulis; b. denda yaitu kewajiban untuk membayar sejumlah uang tertentu; c. pembatasan kegiatan usaha; d. pembekuan kegiatan usaha; e. pencabutan izin usaha; f. pembatalan persetujuan; dan/atau g. pembatalan pendaftaran.",1
8,"Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka mulai berlaku setelah 6 (enam) bulan terhitung sejak tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 6/POJK.07/2022 tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan mulai berlaku pada tanggal diundangkan.

Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 30/POJK.04/2019 tentang Penerbitan Efek Bersifat Utang dan/atau Sukuk yang Dilakukan Tanpa Melalui Penawaran Umum mulai berlaku pada tanggal 1 Juni 2020.

Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Perlindungan Konsumen Sektor Jasa Keuangan mulai berlaku setelah 1 (satu) tahun terhitung sejak tanggal diundangkan.","
""Peraturan Otoritas Jasa Keuangan ini mulai berlaku pada
tanggal diundangkan.",0
9,"Prospektus, Prospektus Awal, dan Prospektus Ringkas adalah istilah yang digunakan dalam regulasi di pasar modal di Indonesia. Berdasarkan informasi yang terdapat dalam Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2017 tentang Prospektus Awal dan Info Memo, yang dimaksud dengan ketiga istilah tersebut adalah sebagai berikut:

1. Prospektus: Setiap informasi tertulis sehubungan dengan penawaran umum dengan tujuan agar pihak lain membeli efek.
2. Prospektus Awal: Dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran efek, penjaminan emisi efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan.
3. Prospektus Ringkas: Ringkasan dari isi Prospektus Awal.

Jadi, secara singkat, prospektus adalah informasi tertulis terkait penawaran umum efek, prospektus awal adalah dokumen awal yang memuat informasi lengkap yang disampaikan kepada Otoritas Jasa Keuangan, sedangkan prospektus ringkas adalah ringkasan dari isi prospektus awal.","""
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli Efek Emiten. Prospektus Awal adalah dokumen tertulis yang memuat seluruh informasi dalam Prospektus yang disampaikan kepada Otoritas Jasa Keuangan sebagai bagian dari pernyataan pendaftaran, kecuali informasi mengenai nilai nominal, jumlah dan harga penawaran Efek, penjaminan emisi Efek, tingkat suku bunga obligasi, atau hal lain yang berhubungan dengan persyaratan penawaran yang belum dapat ditentukan. Prospektus Ringkas adalah ringkasan dari isi Prospektus Awal. ",1
